,股票代码,股票简称,注册地,办公地,中文全称,所属城市
4293,603915,国茂股份,江苏省常州市,江苏省常州市,江苏国茂减速机股份有限公司,常州
4294,603916,苏博特,南京,南京,江苏苏博特新材料股份有限公司,南京
4295,603917,合力科技,宁波,宁波,宁波合力科技股份有限公司,宁波
4296,603918,金桥信息,上海,上海,上海金桥信息股份有限公司,上海
4297,603919,金徽酒,甘肃省陇南市,甘肃省陇南市,金徽酒股份有限公司,陇南
4298,603920,世运电路,广东省鹤山市,广东省鹤山市,广东世运电路科技股份有限公司,鹤山
4299,603922,金鸿顺,江苏省张家港市,江苏省张家港市,苏州金鸿顺汽车部件股份有限公司,张家港
4300,603926,铁流股份,杭州,杭州,浙江铁流离合器股份有限公司,杭州
4301,603927,中科软,北京,北京,中科软科技股份有限公司,北京
4302,603928,兴业股份,苏州,苏州,苏州兴业材料科技股份有限公司,苏州
4303,603929,亚翔集成,苏州,苏州,亚翔系统集成科技(苏州)股份有限公司,苏州
4304,603931,格林达,杭州,杭州,杭州格林达电子材料股份有限公司,杭州
4305,603933,睿能科技,福建省福州市,福建省福州市,福建睿能科技股份有限公司,福州
4306,603936,博敏电子,广东省梅州市,广东省梅州市,博敏电子股份有限公司,梅州
4307,603937,丽岛新材,江苏省常州市,江苏省常州市,江苏丽岛新材料股份有限公司,常州
4308,603938,三孚股份,河北省唐山市,河北省唐山市,唐山三孚硅业股份有限公司,唐山
4309,603939,益丰药房,湖南省常德市,长沙,益丰大药房连锁股份有限公司,常德
4310,603948,建业股份,浙江省建德市,浙江省建德市,浙江建业化工股份有限公司,建德
4311,603949,雪龙集团,宁波,宁波,雪龙集团股份有限公司,宁波
4312,603950,长源东谷,湖北省襄阳市,湖北省襄阳市,襄阳长源东谷实业股份有限公司,襄阳
4313,603955,大千生态,南京,南京,大千生态环境集团股份有限公司,南京
4314,603956,威派格,上海,上海,上海威派格智慧水务股份有限公司,上海
4315,603958,哈森股份,江苏省昆山市,江苏省昆山市,哈森商贸(中国)股份有限公司,昆山
4316,603959,百利科技,湖南省岳阳市,湖南省岳阳市,湖南百利工程科技股份有限公司,岳阳
4317,603960,克来机电,上海,上海,上海克来机电自动化工程股份有限公司,上海
4318,603963,大理药业,云南省大理市,云南省大理市,大理药业股份有限公司,大理
4319,603966,法兰泰克,苏州,苏州,法兰泰克重工股份有限公司,苏州
4320,603967,中创物流,深圳,深圳,中创物流股份有限公司,青岛
4321,603968,醋化股份,江苏省南通市,江苏省南通市,南通醋酸化工股份有限公司,南通
4322,603969,银龙股份,天津,天津,天津银龙预应力材料股份有限公司,天津
4323,603970,中农立华,北京,北京,中农立华生物科技股份有限公司,北京
4324,603976,正川股份,重庆,重庆,重庆正川医药包装材料股份有限公司,重庆
4325,603977,国泰集团,江西省南昌市,江西省南昌市,江西国泰集团股份有限公司,南昌
4326,603978,深圳新星,深圳,深圳,深圳市新星轻合金材料股份有限公司,深圳
4327,603979,金诚信,北京,北京,金诚信矿业管理股份有限公司,北京
4328,603980,吉华集团,杭州,杭州,浙江吉华集团股份有限公司,杭州
4329,603982,泉峰汽车,南京,南京,南京泉峰汽车精密技术股份有限公司,南京
4330,603983,丸美股份,广州,广州,广东丸美生物技术股份有限公司,广州
4331,603985,恒润股份,江苏省江阴市,江苏省江阴市,江阴市恒润重工股份有限公司,江阴
4332,603986,兆易创新,北京,北京,北京兆易创新科技股份有限公司,北京
4333,603987,康德莱,上海,上海,上海康德莱企业发展集团股份有限公司,上海
4334,603988,中电电机,江苏省无锡市,江苏省无锡市,中电电机股份有限公司,无锡
4335,603989,艾华集团,湖南省益阳市,湖南省益阳市,湖南艾华集团股份有限公司,益阳
4336,603990,麦迪科技,苏州,苏州,苏州麦迪斯顿医疗科技股份有限公司,苏州
4337,603991,至正股份,深圳,上海,深圳至正高分子材料股份有限公司,深圳
4338,603992,松霖科技,福建省厦门市,福建省厦门市,厦门松霖科技股份有限公司,厦门
4339,603993,洛阳钼业,河南省洛阳市,河南省洛阳市,洛阳栾川钼业集团股份有限公司,洛阳
4340,603995,甬金股份,浙江省兰溪市,浙江省兰溪市,浙江甬金金属科技股份有限公司,金华
4341,603996,*ST 中新,浙江省台州市,浙江省台州市,中新科技集团股份有限公司,台州
4342,603997,继峰股份,宁波,宁波,宁波继峰汽车零部件股份有限公司,宁波
4343,603998,方盛制药,长沙,长沙,湖南方盛制药股份有限公司,长沙
4344,603999,读者传媒,甘肃省兰州市,甘肃省兰州市,读者出版传媒股份有限公司,兰州
4345,605001,威奥股份,青岛,青岛,青岛威奥轨道股份有限公司,青岛
4346,605003,众望布艺,杭州,杭州,众望布艺股份有限公司,杭州
4347,605005,合兴股份,浙江省乐清市,浙江省乐清市,合兴汽车电子股份有限公司,温州
4348,605006,山东玻纤,山东省临沂市,山东省临沂市,山东玻纤集团股份有限公司,临沂
4349,605007,五洲特纸,浙江省衢州市,浙江省衢州市,五洲特种纸业集团股份有限公司,衢州
4350,605008,长鸿高科,宁波,宁波,宁波长鸿高分子科技股份有限公司,宁波
4351,605009,豪悦护理,杭州,杭州,杭州豪悦护理用品股份有限公司,杭州
4352,605011,杭州热电,杭州,杭州,杭州热电集团股份有限公司,杭州
4353,605016,百龙创园,山东省德州市,山东省德州市,山东百龙创园生物科技股份有限公司,德州
4354,605018,长华股份,浙江省慈溪市,浙江省慈溪市,浙江长华汽车零部件股份有限公司,慈溪
4355,605020,永和股份,浙江省衢州市,浙江省衢州市,浙江永和制冷股份有限公司,衢州
4356,605028,世茂能源,浙江省余姚市,浙江省余姚市,宁波世茂能源股份有限公司,余姚
4357,605033,美邦股份,陕西省渭南市,西安,陕西美邦药业集团股份有限公司,渭南
4358,605050,福然德,上海,上海,福然德股份有限公司,上海
4359,605055,迎丰股份,浙江省绍兴市,浙江省绍兴市,浙江迎丰科技股份有限公司,绍兴
4360,605056,咸亨国际,杭州,杭州,咸亨国际科技股份有限公司,杭州
4361,605058,澳弘电子,江苏省常州市,江苏省常州市,常州澳弘电子股份有限公司,常州
4362,605060,联德股份,杭州,杭州,杭州联德精密机械股份有限公司,杭州
4363,605066,天正电气,浙江省乐清市,浙江省乐清市,浙江天正电气股份有限公司,乐清
4364,605068,明新旭腾,浙江省嘉兴市,浙江省嘉兴市,明新旭腾新材料股份有限公司,嘉兴
4365,605069,正和生态,北京,北京,北京正和恒基滨水生态环境治理股份有限公司,北京
4366,605077,华康股份,浙江省衢州市,浙江省衢州市,浙江华康药业股份有限公司,衢州
4367,605080,浙江自然,浙江省台州市,浙江省台州市,浙江大自然户外用品股份有限公司,台州
4368,605081,太和水,上海,上海,上海太和水科技发展股份有限公司,上海
4369,605086,龙高股份,福建省龙岩市,福建省龙岩市,龙岩高岭土股份有限公司,龙岩
4370,605088,冠盛股份,浙江省温州市,浙江省温州市,温州市冠盛汽车零部件集团股份有限公司,温州
4371,605089,味知香,苏州,苏州,苏州市味知香食品股份有限公司,苏州
4372,605090,九丰能源,江西省赣州市,广州,江西九丰能源股份有限公司,赣州
4373,605098,行动教育,上海,上海,上海行动教育科技股份有限公司,上海
4374,605099,共创草坪,广州,广州,江苏共创人造草坪股份有限公司,淮安
4375,605100,华丰股份,山东省潍坊市,山东省潍坊市,华丰动力股份有限公司,潍坊
4376,605108,同庆楼,合肥,合肥,同庆楼餐饮股份有限公司,合肥
4377,605111,新洁能,江苏省无锡市,江苏省无锡市,无锡新洁能股份有限公司,无锡
4378,605116,奥锐特,浙江省台州市,浙江省台州市,奥锐特药业股份有限公司,台州
4379,605117,德业股份,宁波,宁波,宁波德业科技股份有限公司,宁波
4380,605118,力鼎光电,福建省厦门市,福建省厦门市,厦门力鼎光电股份有限公司,厦门
4381,605122,四方新材,重庆,重庆,重庆四方新材股份有限公司,重庆
4382,605123,派克新材,江苏省无锡市,江苏省无锡市,无锡派克新材料科技股份有限公司,无锡
4383,605128,上海沿浦,上海,上海,上海沿浦金属制品股份有限公司,上海
4384,605133,嵘泰股份,江苏省扬州市,江苏省扬州市,江苏嵘泰工业股份有限公司,扬州
4385,605136,丽人丽妆,上海,上海,上海丽人丽妆化妆品股份有限公司,上海
4386,605138,盛泰集团,浙江省嵊州市,浙江省嵊州市,浙江盛泰服装集团股份有限公司,嵊州
4387,605151,西上海,上海,上海,西上海汽车服务股份有限公司,上海
4388,605155,西大门,浙江省绍兴市,浙江省绍兴市,浙江西大门新材料股份有限公司,绍兴
4389,605158,华达新材,杭州,杭州,浙江华达新型材料股份有限公司,杭州
4390,605162,新中港,浙江省嵊州市,浙江省嵊州市,浙江新中港热电股份有限公司,绍兴
4391,605166,聚合顺,杭州,杭州,杭州聚合顺新材料股份有限公司,杭州
4392,605167,利柏特,江苏省张家港市,江苏省张家港市,江苏利柏特股份有限公司,张家港
4393,605168,三人行,西安,西安,三人行传媒集团股份有限公司,西安
4394,605169,洪通燃气,新疆维吾尔自治区库尔勒市,新疆维吾尔自治区库尔勒市,新疆洪通燃气股份有限公司,库尔勒
4395,605177,东亚药业,浙江省台州市,浙江省台州市,浙江东亚药业股份有限公司,台州
4396,605178,时空科技,北京,北京,北京新时空科技股份有限公司,北京
4397,605179,一鸣食品,浙江省温州市,浙江省温州市,浙江一鸣食品股份有限公司,温州
4398,605180,华生科技,浙江省嘉兴市,浙江省嘉兴市,浙江华生科技股份有限公司,嘉兴
4399,605183,确成股份,江苏省无锡市,江苏省无锡市,确成硅化学股份有限公司,无锡
4400,605186,健麾信息,上海,上海,上海健麾信息技术股份有限公司,上海
4401,605188,国光连锁,江西省吉安市,江西省吉安市,江西国光商业连锁股份有限公司,吉安
4402,605189,富春染织,安徽省芜湖市,安徽省芜湖市,芜湖富春染织股份有限公司,芜湖
4403,605196,华通线缆,河北省唐山市,河北省唐山市,河北华通线缆集团股份有限公司,唐山
4404,605198,德利股份,山东省烟台市,山东省烟台市,烟台北方安德利果汁股份有限公司,烟台
4405,605199,葫芦娃,海南省海口市,海南省海口市,海南葫芦娃药业集团股份有限公司,海口
4406,605208,永茂泰,上海,上海,上海永茂泰汽车科技股份有限公司,上海
4407,605218,伟时电子,江苏省昆山市,江苏省昆山市,伟时电子股份有限公司,昆山
4408,605222,起帆电缆,上海,上海,上海起帆电缆股份有限公司,上海
4409,605228,神通科技,浙江省余姚市,浙江省余姚市,神通科技集团股份有限公司,宁波
4410,605255,天普股份,宁波,宁波,宁波市天普橡胶科技股份有限公司,宁波
4411,605258,协和电子,江苏省常州市,江苏省常州市,江苏协和电子股份有限公司,常州
4412,605259,绿田机械,浙江省台州市,浙江省台州市,绿田机械股份有限公司,台州
4413,605266,健之佳,云南省昆明市,云南省昆明市,云南健之佳健康连锁店股份有限公司,昆明
4414,605268,王力安防,浙江省永康市,浙江省永康市,王力安防科技股份有限公司,永康
4415,605277,新亚电子,浙江省乐清市,浙江省乐清市,新亚电子股份有限公司,乐清
4416,605286,同力日升,江苏省丹阳市,江苏省丹阳市,江苏同力日升机械股份有限公司,丹阳
4417,605287,德才股份,青岛,青岛,德才装饰股份有限公司,青岛
4418,605288,凯迪股份,江苏省常州市,江苏省常州市,常州市凯迪电器股份有限公司,常州
4419,605289,罗曼股份,上海,上海,上海罗曼照明科技股份有限公司,上海
4420,605296,神农集团,云南省昆明市,云南省昆明市,云南神农农业产业集团股份有限公司,昆明
4421,605298,必得科技,江苏省江阴市,江苏省江阴市,江苏必得科技股份有限公司,江阴
4422,605299,舒华体育,福建省晋江市,福建省泉州市,舒华体育股份有限公司,晋江
4423,605300,佳禾食品,苏州,苏州,佳禾食品工业股份有限公司,苏州
4424,605303,园林股份,杭州,杭州,杭州市园林绿化股份有限公司,杭州
4425,605305,中际联合,北京,北京,中际联合(北京)科技股份有限公司,北京
4426,605318,法狮龙,浙江省嘉兴市,浙江省嘉兴市,法狮龙家居建材股份有限公司,嘉兴
4427,605319,无锡振华,江苏省无锡市,江苏省无锡市,无锡市振华汽车部件股份有限公司,无锡
4428,605333,沪光股份,江苏省昆山市,江苏省昆山市,昆山沪光汽车电器股份有限公司,昆山
4429,605336,帅丰电器,浙江省嵊州市,浙江省嵊州市,浙江帅丰电器股份有限公司,嵊州
4430,605337,李子园,浙江省金华市,浙江省金华市,浙江李子园食品股份有限公司,金华
4431,605338,巴比食品,上海,上海,中饮巴比食品股份有限公司,上海
4432,605339,南侨食品,上海,上海,南侨食品集团(上海)股份有限公司,上海
4433,605358,立昂微,杭州,杭州,杭州立昂微电子股份有限公司,杭州
4434,605365,立达信,福建省厦门市,福建省厦门市,立达信物联科技股份有限公司,厦门
4435,605366,宏柏新材,江西省乐平市,江西省乐平市,江西宏柏新材料股份有限公司,乐平
4436,605368,蓝天燃气,河南省驻马店市,河南省驻马店市,河南蓝天燃气股份有限公司,驻马店
4437,605369,拱东医疗,浙江省台州市,浙江省台州市,浙江拱东医疗器械股份有限公司,台州
4438,605376,博迁新材,江苏省宿迁市,江苏省宿迁市,江苏博迁新材料股份有限公司,宿迁
4439,605377,华旺科技,杭州,杭州,杭州华旺新材料科技股份有限公司,杭州
4440,605378,野马电池,宁波,宁波,浙江野马电池股份有限公司,宁波
4441,605388,均瑶健康,湖北省宜昌市,上海,湖北均瑶大健康饮品股份有限公司,宜昌
4442,605389,长龄液压,江苏省江阴市,江苏省江阴市,江苏长龄液压股份有限公司,江阴
4443,605398,新炬网络,上海,上海,上海新炬网络信息技术股份有限公司,上海
4444,605399,晨光新材,江西省九江市,江西省九江市,江西晨光新材料股份有限公司,九江
4445,605488,福莱新材,浙江省嘉兴市,浙江省嘉兴市,浙江福莱新材料股份有限公司,嘉兴
4446,605499,东鹏饮料,深圳,深圳,东鹏饮料(集团)股份有限公司,深圳
4447,605500,森林包装,浙江省温岭市,浙江省温岭市,森林包装集团股份有限公司,温岭
4448,605507,国邦医药,浙江省绍兴市,浙江省绍兴市,国邦医药集团股份有限公司,绍兴
4449,605555,德昌股份,浙江省余姚市,浙江省余姚市,宁波德昌电机股份有限公司,宁波
4450,605566,福莱蒽特,杭州,杭州,杭州福莱蒽特股份有限公司,杭州
4451,605567,春雪食品,山东省莱阳市,山东省莱阳市,春雪食品集团股份有限公司,莱阳
4452,605577,龙版传媒,黑龙江省哈尔滨市,黑龙江省哈尔滨市,黑龙江出版传媒股份有限公司,哈尔滨
4453,605580,恒盛能源,浙江省衢州市,浙江省衢州市,恒盛能源股份有限公司,衢州
4454,605588,冠石科技,南京,南京,南京冠石科技股份有限公司,南京
4455,605589,圣泉集团,山东省济南市,山东省济南市,济南圣泉集团股份有限公司,济南
4456,605598,上海港湾,上海,上海,上海港湾基础建设(集团)股份有限公司,上海
4457,605599,菜百股份,北京,北京,北京菜市口百货股份有限公司,北京
4458,688001,华兴源创,苏州,苏州,苏州华兴源创科技股份有限公司,苏州
4459,688002,睿创微纳,山东省烟台市,山东省烟台市,烟台睿创微纳技术股份有限公司,烟台
4460,688003,天准科技,苏州,苏州,苏州天准科技股份有限公司,苏州
4461,688004,博汇科技,北京,北京,北京市博汇科技股份有限公司,北京
4462,688005,容百科技,浙江省余姚市,浙江省余姚市,宁波容百新能源科技股份有限公司,余姚
4463,688006,杭可科技,杭州,杭州,浙江杭可科技股份有限公司,杭州
4464,688007,光峰科技,深圳,深圳,深圳光峰科技股份有限公司,深圳
4465,688008,澜起科技,上海,上海,澜起科技股份有限公司,上海
4466,688009,中国通号,北京,北京,中国铁路通信信号股份有限公司,北京
4467,688010,福光股份,福建省福州市,福建省福州市,福建福光股份有限公司,福州
4468,688011,新光光电,黑龙江省哈尔滨市,黑龙江省哈尔滨市,哈尔滨新光光电科技股份有限公司,哈尔滨
4469,688012,中微公司,上海,上海,中微半导体设备(上海)股份有限公司,上海
4470,688013,天臣医疗,苏州,苏州,天臣国际医疗科技股份有限公司,苏州
4471,688015,交控科技,北京,北京,交控科技股份有限公司,北京
4472,688016,心脉医疗,上海,上海,上海微创心脉医疗科技(集团)股份有限公司,上海
4473,688017,绿的谐波,苏州,苏州,苏州绿的谐波传动科技股份有限公司,苏州
4474,688018,乐鑫科技,上海,上海,乐鑫信息科技(上海)股份有限公司,上海
4475,688019,安集科技,上海,上海,安集微电子科技(上海)股份有限公司,上海
4476,688020,方邦股份,广州,广州,广州方邦电子股份有限公司,广州
4477,688021,奥福环保,山东省德州市,山东省德州市,山东奥福环保科技股份有限公司,德州
4478,688022,瀚川智能,苏州,苏州,苏州瀚川智能科技股份有限公司,苏州
4479,688023,安恒信息,杭州,杭州,杭州安恒信息技术股份有限公司,杭州
4480,688025,杰普特,深圳,深圳,深圳市杰普特光电股份有限公司,深圳
4481,688026,洁特生物,广州,广州,广州洁特生物过滤股份有限公司,广州
4482,688027,国盾量子,合肥,合肥,科大国盾量子技术股份有限公司,合肥
4483,688028,沃尔德,北京,河北省廊坊市,北京沃尔德金刚石工具股份有限公司,北京
4484,688029,南微医学,南京,南京,南微医学科技股份有限公司,南京
4485,688030,山石网科,苏州,苏州,山石网科通信技术股份有限公司,苏州
4486,688032,禾迈股份,杭州,杭州,杭州禾迈电力电子股份有限公司,杭州
4487,688033,天宜上佳,北京,北京,北京天宜上佳高新材料股份有限公司,北京
4488,688036,传音控股,深圳,深圳,深圳传音控股股份有限公司,深圳
4489,688037,芯源微,沈阳,沈阳,沈阳芯源微电子设备股份有限公司,沈阳
4490,688038,中科通达,武汉,武汉,武汉中科通达高新技术股份有限公司,武汉
4491,688039,当虹科技,杭州,杭州,杭州当虹科技股份有限公司,杭州
4492,688049,炬芯科技,广东省珠海市,广东省珠海市,炬芯科技股份有限公司,珠海
4493,688050,爱博医疗,北京,北京,爱博诺德(北京)医疗科技股份有限公司,北京
4494,688051,佳华科技,北京,北京,罗克佳华科技集团股份有限公司,北京
4495,688055,龙腾光电,江苏省昆山市,江苏省昆山市,昆山龙腾光电股份有限公司,昆山
4496,688056,莱伯泰科,北京,北京,北京莱伯泰科仪器股份有限公司,北京
4497,688057,金达莱,江西省南昌市,江西省南昌市,江西金达莱环保股份有限公司,南昌
4498,688058,宝兰德,北京,北京,北京宝兰德软件股份有限公司,北京
4499,688059,华锐精密,湖南省株洲市,湖南省株洲市,株洲华锐精密工具股份有限公司,株洲
4500,688060,云涌科技,江苏省泰州市,江苏省泰州市,江苏云涌电子科技股份有限公司,泰州
4501,688062,迈威生物,上海,上海,迈威(上海)生物科技股份有限公司,上海
4502,688063,派能科技,上海,上海,上海派能能源科技股份有限公司,上海
4503,688065,凯赛生物,上海,上海,上海凯赛生物技术股份有限公司,上海
4504,688066,航天宏图,北京,北京,航天宏图信息技术股份有限公司,北京
4505,688067,爱威科技,长沙,长沙,爱威科技股份有限公司,长沙
4506,688068,热景生物,北京,北京,北京热景生物技术股份有限公司,北京
4507,688069,德林海,江苏省无锡市,江苏省无锡市,无锡德林海环保科技股份有限公司,无锡
4508,688070,纵横股份,成都,成都,成都纵横自动化技术股份有限公司,成都
4509,688071,华依科技,上海,上海,上海华依科技集团股份有限公司,上海
4510,688075,安旭生物,杭州,杭州,杭州安旭生物科技股份有限公司,杭州
4511,688076,诺泰生物,江苏省连云港市,杭州,江苏诺泰澳赛诺生物制药股份有限公司,连云港
4512,688077,大地熊,合肥,合肥,安徽大地熊新材料股份有限公司,合肥
4513,688078,龙软科技,北京,北京,北京龙软科技股份有限公司,北京
4514,688079,美迪凯,杭州,浙江省海宁市,杭州美迪凯光电科技股份有限公司,杭州
4515,688080,映翰通,北京,北京,北京映翰通网络技术股份有限公司,北京
4516,688081,兴图新科,武汉,武汉,武汉兴图新科电子股份有限公司,武汉
4517,688082,盛美上海,上海,上海,盛美半导体设备(上海)股份有限公司,上海
4518,688083,中望软件,广州,广州,广州中望龙腾软件股份有限公司,广州
4519,688085,三友医疗,上海,上海,上海三友医疗器械股份有限公司,上海
4520,688086,紫晶存储,广州,广州,广东紫晶信息存储技术股份有限公司,梅州
4521,688087,英科再生,山东省淄博市,山东省淄博市,山东英科环保再生资源股份有限公司,淄博
4522,688088,虹软科技,杭州,杭州,虹软科技股份有限公司,杭州
4523,688089,嘉必优,武汉,武汉,嘉必优生物技术(武汉)股份有限公司,武汉
4524,688090,瑞松科技,广州,广州,广州瑞松智能科技股份有限公司,广州
4525,688091,上海谊众,上海,上海,上海谊众药业股份有限公司,上海
4526,688092,爱科科技,杭州,杭州,杭州爱科科技股份有限公司,杭州
4527,688093,世华科技,苏州,苏州,苏州世华新材料科技股份有限公司,苏州
4528,688095,福昕软件,福建省福州市,福建省福州市,福建福昕软件开发股份有限公司,福州
4529,688096,京源环保,江苏省南通市,江苏省南通市,江苏京源环保股份有限公司,南通
4530,688097,博众精工,苏州,苏州,博众精工科技股份有限公司,苏州
4531,688098,申联生物,上海,上海,申联生物医药(上海)股份有限公司,上海
4532,688099,晶晨股份,上海,上海,晶晨半导体(上海)股份有限公司,上海
4533,688100,威胜信息,长沙,长沙,威胜信息技术股份有限公司,长沙
4534,688101,三达膜,陕西省延安市,福建省厦门市,三达膜环境技术股份有限公司,延安
4535,688102,斯瑞新材,西安,西安,陕西斯瑞新材料股份有限公司,西安
4536,688103,国力股份,江苏省昆山市,江苏省昆山市,昆山国力电子科技股份有限公司,苏州
4537,688105,诺唯赞,南京,南京,南京诺唯赞生物科技股份有限公司,南京
4538,688106,金宏气体,苏州,苏州,苏州金宏气体股份有限公司,苏州
4539,688107,安路科技,上海,上海,上海安路信息科技股份有限公司,上海
4540,688108,赛诺医疗,天津,天津,赛诺医疗科学技术股份有限公司,天津
4541,688109,品茗股份,杭州,杭州,杭州品茗安控信息技术股份有限公司,杭州
4542,688110,东芯股份,上海,上海,东芯半导体股份有限公司,上海
4543,688111,金山办公,北京,北京,北京金山办公软件股份有限公司,北京
4544,688112,鼎阳科技,深圳,深圳,深圳市鼎阳科技股份有限公司,深圳
4545,688113,联测科技,江苏省启东市,江苏省启东市,江苏联测机电科技股份有限公司,南通
4546,688116,天奈科技,江苏省镇江市,江苏省镇江市,江苏天奈科技股份有限公司,镇江
4547,688117,圣诺生物,成都,成都,成都圣诺生物科技股份有限公司,成都
4548,688118,普元信息,上海,上海,普元信息技术股份有限公司,上海
4549,688121,卓然股份,上海,上海,上海卓然工程技术股份有限公司,上海
4550,688122,西部超导,西安,西安,西部超导材料科技股份有限公司,西安
4551,688123,聚辰股份,上海,上海,聚辰半导体股份有限公司,上海
4552,688126,沪硅产业,上海,上海,上海硅产业集团股份有限公司,上海
4553,688127,蓝特光学,浙江省嘉兴市,浙江省嘉兴市,浙江蓝特光学股份有限公司,嘉兴
4554,688128,中国电研,广州,广州,中国电器科学研究院股份有限公司,广州
4555,688129,东来技术,上海,上海,东来涂料技术(上海)股份有限公司,上海
4556,688131,皓元医药,上海,上海,上海皓元医药股份有限公司,上海
4557,688133,泰坦科技,上海,上海,上海泰坦科技股份有限公司,上海
4558,688135,利扬芯片,东莞,东莞,广东利扬芯片测试股份有限公司,东莞
4559,688136,科兴制药,山东省济南市,深圳,科兴生物制药股份有限公司,济南
4560,688138,清溢光电,深圳,深圳,深圳清溢光电股份有限公司,深圳
4561,688139,海尔生物,青岛,青岛,青岛海尔生物医疗股份有限公司,青岛
4562,688148,芳源股份,广东省江门市,广东省江门市,广东芳源环保股份有限公司,江门
4563,688150,莱特光电,西安,西安,陕西莱特光电材料股份有限公司,西安
4564,688151,华强科技,湖北省宜昌市,湖北省宜昌市,湖北华强科技股份有限公司,宜昌
4565,688155,先惠技术,上海,上海,上海先惠自动化技术股份有限公司,上海
4566,688156,路德环境,武汉,武汉,路德环境科技股份有限公司,武汉
4567,688157,松井股份,湖南省宁乡市,湖南省宁乡市,湖南松井新材料股份有限公司,长沙
4568,688158,优刻得,上海,上海,优刻得科技股份有限公司,上海
4569,688159,有方科技,深圳,深圳,深圳市有方科技股份有限公司,深圳
4570,688160,步科股份,上海,上海,上海步科自动化股份有限公司,上海
4571,688161,威高骨科,山东省威海市,山东省威海市,山东威高骨科材料股份有限公司,威海
4572,688162,巨一科技,合肥,合肥,安徽巨一科技股份有限公司,合肥
4573,688163,赛伦生物,上海,上海,上海赛伦生物技术股份有限公司,上海
4574,688165,埃夫特,安徽省芜湖市,安徽省芜湖市,埃夫特智能装备股份有限公司,芜湖
4575,688166,博瑞医药,苏州,苏州,博瑞生物医药(苏州)股份有限公司,苏州
4576,688167,炬光科技,西安,西安,西安炬光科技股份有限公司,西安
4577,688168,安博通,北京,北京,北京安博通科技股份有限公司,北京
4578,688169,石头科技,北京,北京,北京石头世纪科技股份有限公司,北京
4579,688171,纬德信息,广州,广州,广东纬德信息科技股份有限公司,广州
4580,688173,希荻微,佛山,佛山,广东希荻微电子股份有限公司,佛山
4581,688175,高凌信息,广东省珠海市,广东省珠海市,珠海高凌信息科技股份有限公司,珠海
4582,688176,亚虹医药,江苏省泰州市,上海,江苏亚虹医药科技股份有限公司,泰州
4583,688177,百奥泰,广州,广州,百奥泰生物制药股份有限公司,广州
4584,688178,万德斯,南京,南京,南京万德斯环保科技股份有限公司,南京
4585,688179,阿拉丁,上海,上海,上海阿拉丁生化科技股份有限公司,上海
4586,688180,君实生物,上海,上海,上海君实生物医药科技股份有限公司,上海
4587,688181,八亿时空,北京,北京,北京八亿时空液晶科技股份有限公司,北京
4588,688182,灿勤科技,江苏省张家港市,江苏省张家港市,江苏灿勤科技股份有限公司,张家港
4589,688183,生益电子,东莞,东莞,生益电子股份有限公司,东莞
4590,688185,康希诺,天津,天津,康希诺生物股份公司,天津
4591,688186,广大特材,江苏省张家港市,江苏省张家港市,张家港广大特材股份有限公司,苏州
4592,688187,时代电气,湖南省株洲市,湖南省株洲市,株洲中车时代电气股份有限公司,株洲
4593,688188,柏楚电子,上海,上海,上海柏楚电子科技股份有限公司,上海
4594,688189,南新制药,湖南省浏阳市,广州,湖南南新制药股份有限公司,长沙
4595,688190,云路股份,山东省即墨市,山东省即墨市,青岛云路先进材料技术股份有限公司,青岛
4596,688191,智洋创新,山东省淄博市,山东省淄博市,智洋创新科技股份有限公司,淄博
4597,688192,迪哲医药,江苏省无锡市,上海,迪哲(江苏)医药股份有限公司,无锡
4598,688195,腾景科技,福建省福州市,福建省福州市,腾景科技股份有限公司,福州
4599,688196,卓越新能,福建省龙岩市,福建省龙岩市,龙岩卓越新能源股份有限公司,龙岩
4600,688197,首药控股,北京,北京,首药控股(北京)股份有限公司,北京
4601,688198,佰仁医疗,北京,北京,北京佰仁医疗科技股份有限公司,北京
4602,688199,久日新材,天津,天津,天津久日新材料股份有限公司,天津
4603,688200,华峰测控,北京,北京,北京华峰测控技术股份有限公司,北京
4604,688201,信安世纪,北京,北京,北京信安世纪科技股份有限公司,北京
4605,688202,美迪西,上海,上海,上海美迪西生物医药股份有限公司,上海
4606,688206,概伦电子,上海,上海,上海概伦电子股份有限公司,上海
4607,688208,道通科技,深圳,深圳,深圳市道通科技股份有限公司,深圳
4608,688210,统联精密,深圳,深圳,深圳市泛海统联精密制造股份有限公司,深圳
4609,688211,中科微至,江苏省无锡市,江苏省无锡市,中科微至智能制造科技江苏股份有限公司,无锡
4610,688212,澳华内镜,上海,上海,上海澳华内镜股份有限公司,上海
4611,688215,瑞晟智能,宁波,宁波,浙江瑞晟智能科技股份有限公司,宁波
4612,688216,气派科技,深圳,东莞,气派科技股份有限公司,深圳
4613,688217,睿昂基因,上海,上海,上海睿昂基因科技股份有限公司,上海
4614,688218,江苏北人,苏州,苏州,江苏北人智能制造科技股份有限公司,苏州
4615,688219,会通股份,合肥,合肥,会通新材料股份有限公司,合肥
4616,688220,翱捷科技,上海,上海,翱捷科技股份有限公司,上海
4617,688221,前沿生物,南京,南京,前沿生物药业(南京)股份有限公司,南京
4618,688222,成都先导,成都,成都,成都先导药物开发股份有限公司,成都
4619,688223,晶科能源,江西省上饶市,上海,晶科能源股份有限公司,上饶
