,股票代码,股票简称,注册地,办公地,中文全称,所属城市
3217,600583,海油工程,天津,天津,海洋石油工程股份有限公司,天津
3218,600584,长电科技,江苏省江阴市,江苏省江阴市,江苏长电科技股份有限公司,无锡
3219,600585,海螺水泥,安徽省芜湖市,安徽省芜湖市,安徽海螺水泥股份有限公司,芜湖
3220,600586,金晶科技,山东省淄博市,山东省淄博市,山东金晶科技股份有限公司,淄博
3221,600587,新华医疗,山东省淄博市,山东省淄博市,山东新华医疗器械股份有限公司,淄博
3222,600588,用友网络,北京,北京,用友网络科技股份有限公司,北京
3223,600589,ST 榕泰,广东省揭阳市,广东省揭阳市,广东榕泰实业股份有限公司,揭阳
3224,600590,泰豪科技,江西省南昌市,江西省南昌市,泰豪科技股份有限公司,南昌
3225,600591,上海航空,上海,上海,上海航空股份有限公司,上海
3226,600592,龙溪股份,福建省漳州市,福建省漳州市,福建龙溪轴承(集团)股份有限公司,漳州
3227,600593,*ST 圣亚,辽宁省大连市,辽宁省大连市,大连圣亚旅游控股股份有限公司,大连
3228,600594,益佰制药,贵州省贵阳市,贵州省贵阳市,贵州益佰制药股份有限公司,贵阳
3229,600595,ST 中孚,河南省巩义市,河南省巩义市,河南中孚实业股份有限公司,郑州
3230,600596,新安股份,浙江省建德市,浙江省建德市,浙江新安化工集团股份有限公司,杭州
3231,600597,光明乳业,上海,上海,光明乳业股份有限公司,上海
3232,600598,北大荒,黑龙江省哈尔滨市,黑龙江省哈尔滨市,黑龙江北大荒农业股份有限公司,哈尔滨
3233,600599,ST 熊猫,湖南省浏阳市,湖南省浏阳市,熊猫金控股份有限公司,长沙
3234,600600,青岛啤酒,青岛,青岛,青岛啤酒股份有限公司,青岛
3235,600601,ST 方科,上海,上海,方正科技集团股份有限公司,上海
3236,600602,云赛智联,上海,上海,云赛智联股份有限公司,上海
3237,600603,广汇物流,成都,新疆维吾尔自治区乌鲁木齐市,广汇物流股份有限公司,成都
3238,600604,市北高新,上海,上海,上海市北高新股份有限公司,上海
3239,600605,汇通能源,上海,上海,上海汇通能源股份有限公司,上海
3240,600606,绿地控股,上海,上海,绿地控股集团股份有限公司,上海
3241,600607,上实医药,上海,上海,上海实业医药投资股份有限公司,上海
3242,600608,ST 沪科,上海,云南省昆明市,上海宽频科技股份有限公司,上海
3243,600609,金杯汽车,沈阳,沈阳,金杯汽车股份有限公司,沈阳
3244,600610,中毅达,贵州省福泉市,上海,贵州中毅达股份有限公司,上海
3245,600611,大众交通,上海,上海,大众交通(集团)股份有限公司,上海
3246,600612,老凤祥,上海,上海,老凤祥股份有限公司,上海
3247,600613,神奇制药,上海,上海,上海神奇制药投资管理股份有限公司,上海
3248,600614,*ST 鹏起,吉林省白山市,北京,鹏起科技发展股份有限公司,白山
3249,600615,*ST 丰华,上海,上海,上海丰华(集团)股份有限公司,上海
3250,600616,金枫酒业,上海,上海,上海金枫酒业股份有限公司,上海
3251,600617,国新能源,山西省太原市,山西省太原市,山西省国新能源股份有限公司,太原
3252,600618,氯碱化工,上海,上海,上海氯碱化工股份有限公司,上海
3253,600619,海立股份,上海,上海,上海海立(集团)股份有限公司,上海
3254,600620,天宸股份,上海,上海,上海市天宸股份有限公司,上海
3255,600621,华鑫股份,上海,上海,上海华鑫股份有限公司,上海
3256,600622,光大嘉宝,上海,上海,光大嘉宝股份有限公司,上海
3257,600623,华谊集团,上海,上海,上海华谊集团股份有限公司,上海
3258,600624,复旦复华,上海,上海,上海复旦复华科技股份有限公司,上海
3259,600625,PT 水仙,上海,上海,上海水仙电器股份有限公司,上海
3260,600626,申达股份,上海,上海,上海申达股份有限公司,上海
3261,600627,上电股份,上海,上海,上海输配电股份有限公司,上海
3262,600628,新世界,上海,上海,上海新世界股份有限公司,上海
3263,600629,华建集团,上海,上海,华东建筑集团股份有限公司,上海
3264,600630,龙头股份,上海,上海,上海龙头(集团)股份有限公司,上海
3265,600631,百联股份,上海,上海,上海百联集团股份有限公司,上海
3266,600632,华联商厦,上海,上海,上海华联商厦股份有限公司,上海
3267,600633,浙数文化,杭州,杭州,浙报数字文化集团股份有限公司,杭州
3268,600634,*ST 富控,上海,上海,上海富控互动娱乐股份有限公司,上海
3269,600635,大众公用,上海,上海,上海大众公用事业(集团)股份有限公司,上海
3270,600636,国新文化,上海,北京,国新文化控股股份有限公司,上海
3271,600637,东方明珠,上海,上海,东方明珠新媒体股份有限公司,上海
3272,600638,新黄浦,上海,上海,上海新黄浦实业集团股份有限公司,上海
3273,600639,浦东金桥,上海,上海,上海金桥出口加工区开发股份有限公司,上海
3274,600640,新国脉,上海,上海,新国脉数字文化股份有限公司,上海
3275,600641,万业企业,上海,上海,上海万业企业股份有限公司,上海
3276,600642,申能股份,上海,上海,申能股份有限公司,上海
3277,600643,爱建集团,上海,上海,上海爱建集团股份有限公司,上海
3278,600644,乐山电力,四川省乐山市,四川省乐山市,乐山电力股份有限公司,乐山
3279,600645,中源协和,天津,天津,中源协和细胞基因工程股份有限公司,天津
3280,600646,国嘉实业,上海,上海,上海国嘉实业股份有限公司,上海
3281,600647,同达创业,上海,上海,上海同达创业投资股份有限公司,上海
3282,600648,外高桥,上海,上海,上海外高桥集团股份有限公司,上海
3283,600649,城投控股,上海,上海,上海城投控股股份有限公司,上海
3284,600650,锦江在线,上海,上海,上海锦江在线网络服务股份有限公司,上海
3285,600651,飞乐音响,上海,上海,上海飞乐音响股份有限公司,上海
3286,600652,*ST 游久,上海,上海,上海游久游戏股份有限公司,上海
3287,600653,申华控股,沈阳,上海,辽宁申华控股股份有限公司,沈阳
3288,600654,ST 中安,武汉,上海,中安科股份有限公司,武汉
3289,600655,豫园股份,上海,上海,上海豫园旅游商城(集团)股份有限公司,上海
3290,600656,退市博元,广东省珠海市,广东省珠海市,珠海市博元投资股份有限公司,珠海
3291,600657,信达地产,北京,北京,信达地产股份有限公司,北京
3292,600658,电子城,北京,北京,北京电子城高科技集团股份有限公司,北京
3293,600659,闽越花雕,福建省福州市,福州市,福建闽越花雕股份有限公司,福州
3294,600660,福耀玻璃,福建省福清市,福建省福清市,福耀玻璃工业集团股份有限公司,福清
3295,600661,昂立教育,上海,上海,上海新南洋昂立教育科技股份有限公司,上海
3296,600662,外服控股,上海,上海,上海外服控股集团股份有限公司,上海
3297,600663,陆家嘴,上海,上海,上海陆家嘴金融贸易区开发股份有限公司,上海
3298,600664,哈药股份,黑龙江省哈尔滨市,黑龙江省哈尔滨市,哈药集团股份有限公司,哈尔滨
3299,600665,天地源,西安,西安,天地源股份有限公司,西安
3300,600666,ST 瑞德,黑龙江省哈尔滨市,黑龙江省哈尔滨市,奥瑞德光电股份有限公司,哈尔滨
3301,600667,太极实业,江苏省无锡市,江苏省无锡市,无锡市太极实业股份有限公司,无锡
3302,600668,尖峰集团,浙江省金华市,浙江省金华市,浙江尖峰集团股份有限公司,金华
3303,600669,ST 鞍成,中国辽宁省鞍山市,中国辽宁省鞍山市,鞍山合成集团股份有限公司,鞍山
3304,600670,ST 高斯达,长春市,长春市,长春高斯达生物科技集团股份有限公司,长春
3305,600671,ST 目药,杭州,杭州,杭州天目山药业股份有限公司,杭州
3306,600672,*ST 华圣,深圳,深圳,广东华圣科技投资股份有限公司,广州
3307,600673,东阳光,广东省韶关市,东莞,广东东阳光科技控股股份有限公司,韶关
3308,600674,川投能源,成都,成都,四川川投能源股份有限公司,成都
3309,600675,中华企业,上海,上海,中华企业股份有限公司,上海
3310,600676,交运股份,上海,上海,上海交运集团股份有限公司,上海
3311,600677,*ST 航通,杭州,杭州,航天通信控股集团股份有限公司,杭州
3312,600678,四川金顶,四川省峨眉山市,四川省峨眉山市,四川金顶(集团)股份有限公司,峨眉山
3313,600679,上海凤凰,上海,上海,上海凤凰企业(集团)股份有限公司,上海
3314,600680,*ST 上普,上海,上海,上海普天邮通科技股份有限公司,上海
3315,600681,百川能源,武汉,北京,百川能源股份有限公司,武汉
3316,600682,南京新百,南京,南京,南京新街口百货商店股份有限公司,南京
3317,600683,京投发展,宁波,北京,京投发展股份有限公司,宁波
3318,600684,珠江股份,广州,广州,广州珠江发展集团股份有限公司,广州
3319,600685,中船防务,广州,广州,中船海洋与防务装备股份有限公司,广州
3320,600686,金龙汽车,福建省厦门市,福建省厦门市,厦门金龙汽车集团股份有限公司,厦门
3321,600687,*ST 刚泰,甘肃省兰州市,上海,甘肃刚泰控股(集团)股份有限公司,兰州
3322,600688,上海石化,上海,上海,中国石化上海石油化工股份有限公司,上海
3323,600689,上海三毛,上海,上海,上海三毛企业(集团)股份有限公司,上海
3324,600690,海尔智家,青岛,青岛,海尔智家股份有限公司,青岛
3325,600691,阳煤化工,山西省阳泉市,山西省太原市,阳煤化工股份有限公司,阳泉
3326,600692,亚通股份,上海,上海,上海亚通股份有限公司,上海
3327,600693,东百集团,福建省福州市,福建省福州市,福建东百集团股份有限公司,福州
3328,600694,大商股份,辽宁省大连市,辽宁省大连市,大商股份有限公司,大连
3329,600695,*ST 绿庭,上海,上海,上海绿庭投资控股集团股份有限公司,上海
3330,600696,岩石股份,上海,上海,上海贵酒股份有限公司,上海
3331,600697,欧亚集团,吉林省长春市,吉林省长春市,长春欧亚集团股份有限公司,长春
3332,600698,湖南天雁,湖南省衡阳市,湖南省衡阳市,湖南天雁机械股份有限公司,衡阳
3333,600699,均胜电子,宁波,宁波,宁波均胜电子股份有限公司,宁波
3334,600700,ST 数码,西安,西安,陕西煤航数码测绘集团股份有限公司,西安
3335,600701,*ST 工新,黑龙江省哈尔滨市,黑龙江省哈尔滨市,哈尔滨工大高新技术产业开发股份有限公司,哈尔滨
3336,600702,舍得酒业,四川省射洪市,四川省射洪市,舍得酒业股份有限公司,遂宁
3337,600703,三安光电,湖北省荆州市,福建省厦门市,三安光电股份有限公司,荆州
3338,600704,物产中大,杭州,杭州,物产中大集团股份有限公司,杭州
3339,600705,中航产融,黑龙江省哈尔滨市,北京,中航工业产融控股股份有限公司,哈尔滨
3340,600706,曲江文旅,西安,西安,西安曲江文化旅游股份有限公司,西安
3341,600707,彩虹股份,陕西省咸阳市,陕西省咸阳市,彩虹显示器件股份有限公司,咸阳
3342,600708,光明地产,上海,上海,光明房地产集团股份有限公司,上海
3343,600709,ST 生态,湖北省洪湖市,湖北省洪湖市,湖北江湖生态农业股份有限公司,荆州
3344,600710,苏美达,南京,南京,苏美达股份有限公司,南京
3345,600711,盛屯矿业,福建省厦门市,福建省厦门市,盛屯矿业集团股份有限公司,厦门
3346,600712,南宁百货,广西壮族自治区南宁市,广西壮族自治区南宁市,南宁百货大楼股份有限公司,南宁
3347,600713,南京医药,南京,南京,南京医药股份有限公司,南京
3348,600714,金瑞矿业,青海省西宁市,青海省西宁市,青海金瑞矿业发展股份有限公司,西宁
3349,600715,文投控股,沈阳,沈阳,文投控股股份有限公司,沈阳
3350,600716,凤凰股份,南京,南京,江苏凤凰置业投资股份有限公司,南京
3351,600717,天津港,天津,天津,天津港股份有限公司,天津
3352,600718,东软集团,沈阳,沈阳,东软集团股份有限公司,沈阳
3353,600719,大连热电,辽宁省大连市,辽宁省大连市,大连热电股份有限公司,大连
3354,600720,祁连山,甘肃省兰州市,甘肃省兰州市,甘肃祁连山水泥集团股份有限公司,兰州
3355,600721,*ST 百花,新疆维吾尔自治区五家渠市,新疆维吾尔自治区乌鲁木齐市,新疆百花村医药集团股份有限公司,乌鲁木齐
3356,600722,金牛化工,河北省沧州市,河北省邢台市,河北金牛化工股份有限公司,沧州
3357,600723,首商股份,北京,北京,北京首商集团股份有限公司,北京
3358,600724,宁波富达,浙江省余姚市,宁波,宁波富达股份有限公司,余姚
3359,600725,云维股份,云南省昆明市,云南省昆明市,云南云维股份有限公司,曲靖
3360,600726,华电能源,黑龙江省哈尔滨市,黑龙江省哈尔滨市,华电能源股份有限公司,哈尔滨
3361,600727,鲁北化工,山东省滨州市,山东省滨州市,山东鲁北化工股份有限公司,滨州
3362,600728,佳都科技,广州,广州,佳都科技集团股份有限公司,广州
3363,600729,重庆百货,重庆,重庆,重庆百货大楼股份有限公司,重庆
3364,600730,中国高科,北京,北京,中国高科集团股份有限公司,北京
3365,600731,湖南海利,长沙,长沙,湖南海利化工股份有限公司,长沙
3366,600732,爱旭股份,上海,上海,上海爱旭新能源股份有限公司,上海
